,lipid,n,method,ML,R2
3152,PE O-36:2,5,neglog,xgboost,0.3419
3153,PE O-36:2,5,neglog,ridge,0.3106
3154,PE O-36:2,5,neglog,lr,0.3105
3155,PE O-36:2,5,neglog,lasso,-0.0002
3156,PE O-36:2,5,neglog,dummy,-0.0002
3157,PG(34:0) ,5,neglog,knn,0.6914
3158,PG(34:0) ,5,neglog,catboost,0.6181
3159,PG(34:0) ,5,neglog,xgboost,0.5927
3160,PG(34:0) ,5,neglog,lr,0.4977
3161,PG(34:0) ,5,neglog,ridge,0.4977
3162,PG(34:0) ,5,neglog,lasso,-0.0001
3163,PG(34:0) ,5,neglog,dummy,-0.0001
3164,PE(P-40:6) ,5,neglog,catboost,0.185
3165,PE(P-40:6) ,5,neglog,xgboost,0.1531
3166,PE(P-40:6) ,5,neglog,lr,0.149
3167,PE(P-40:6) ,5,neglog,ridge,0.149
3168,PE(P-40:6) ,5,neglog,knn,0.1316
3169,PE(P-40:6) ,5,neglog,lasso,-0.0001
3170,PE(P-40:6) ,5,neglog,dummy,-0.0001
3171,PC 36.2,5,neglog,knn,0.2909
3172,PC 36.2,5,neglog,catboost,0.2661
3173,PC 36.2,5,neglog,xgboost,0.1937
3174,PC 36.2,5,neglog,lr,0.1779
3175,PC 36.2,5,neglog,ridge,0.1779
3176,PC 36.2,5,neglog,lasso,-0.0001
3177,PC 36.2,5,neglog,dummy,-0.0001
3178,PE O-38:5,5,neglog,catboost,0.0489
3179,PE O-38:5,5,neglog,lr,0.0226
3180,PE O-38:5,5,neglog,ridge,0.0226
3181,PE O-38:5,5,neglog,xgboost,0.0099
3182,PE O-38:5,5,neglog,lasso,-0.0001
3183,PE O-38:5,5,neglog,dummy,-0.0001
3184,PE O-38:5,5,neglog,knn,-0.0395
3185,PE 40:7,5,neglog,knn,0.526
3186,PE 40:7,5,neglog,catboost,0.4959
3187,PE 40:7,5,neglog,xgboost,0.4396
3188,PE 40:7,5,neglog,ridge,0.389
3189,PE 40:7,5,neglog,lr,0.3889
3190,PE 40:7,5,neglog,lasso,-0.0
3191,PE 40:7,5,neglog,dummy,-0.0
3192,PC 37:1,5,neglog,catboost,0.0991
3193,PC 37:1,5,neglog,lr,0.0661
3194,PC 37:1,5,neglog,ridge,0.0661
3195,PC 37:1,5,neglog,xgboost,0.066
3196,PC 37:1,5,neglog,knn,0.0293
3197,PC 37:1,5,neglog,lasso,-0.0002
3198,PC 37:1,5,neglog,dummy,-0.0002
3199,PE 36:4,5,neglog,catboost,0.1728
3200,PE 36:4,5,neglog,lr,0.1361
3201,PE 36:4,5,neglog,ridge,0.1361
3202,PE 36:4,5,neglog,xgboost,0.1335
3203,PE 36:4,5,neglog,knn,0.1188
3204,PE 36:4,5,neglog,lasso,-0.0002
3205,PE 36:4,5,neglog,dummy,-0.0002
3206,LPC O-16:2,5,neglog,knn,0.5032
3207,LPC O-16:2,5,neglog,catboost,0.4662
3208,LPC O-16:2,5,neglog,xgboost,0.4129
3209,LPC O-16:2,5,neglog,ridge,0.3741
3210,LPC O-16:2,5,neglog,lr,0.374
3211,LPC O-16:2,5,neglog,lasso,-0.0001
3212,LPC O-16:2,5,neglog,dummy,-0.0001
3213,SM 40:1,5,neglog,knn,0.4766
3214,SM 40:1,5,neglog,catboost,0.378
3215,SM 40:1,5,neglog,xgboost,0.2831
3216,SM 40:1,5,neglog,lr,0.1715
3217,SM 40:1,5,neglog,ridge,0.1715
3218,SM 40:1,5,neglog,lasso,-0.0001
3219,SM 40:1,5,neglog,dummy,-0.0001
3220,SM(d36:2) ,5,neglog,knn,0.7035
3221,SM(d36:2) ,5,neglog,catboost,0.65
3222,SM(d36:2) ,5,neglog,xgboost,0.5874
3223,SM(d36:2) ,5,neglog,lr,0.543
3224,SM(d36:2) ,5,neglog,ridge,0.543
3225,SM(d36:2) ,5,neglog,lasso,-0.0001
3226,SM(d36:2) ,5,neglog,dummy,-0.0001
3227,PE(O-34:1) ,5,neglog,knn,0.36
3228,PE(O-34:1) ,5,neglog,catboost,0.3436
3229,PE(O-34:1) ,5,neglog,xgboost,0.2537
3230,PE(O-34:1) ,5,neglog,lr,0.2533
3231,PE(O-34:1) ,5,neglog,ridge,0.2533
3232,PE(O-34:1) ,5,neglog,lasso,-0.0
3233,PE(O-34:1) ,5,neglog,dummy,-0.0
3234,LPC O- 18:3,5,neglog,catboost,0.1996
3235,LPC O- 18:3,5,neglog,knn,0.1715
3236,LPC O- 18:3,5,neglog,xgboost,0.1464
3237,LPC O- 18:3,5,neglog,lr,0.1378
3238,LPC O- 18:3,5,neglog,ridge,0.1378
3239,LPC O- 18:3,5,neglog,lasso,-0.0001
3240,LPC O- 18:3,5,neglog,dummy,-0.0001
3241,PA(38:1) ,5,neglog,catboost,0.2426
3242,PA(38:1) ,5,neglog,knn,0.2013
3243,PA(38:1) ,5,neglog,lr,0.1938
3244,PA(38:1) ,5,neglog,ridge,0.1938
3245,PA(38:1) ,5,neglog,xgboost,0.1885
3246,PA(38:1) ,5,neglog,lasso,-0.0001
3247,PA(38:1) ,5,neglog,dummy,-0.0001
3248,PC 34:0,5,neglog,knn,0.5465
3249,PC 34:0,5,neglog,catboost,0.4824
3250,PC 34:0,5,neglog,xgboost,0.444
3251,PC 34:0,5,neglog,lr,0.3662
3252,PC 34:0,5,neglog,ridge,0.3662
3253,PC 34:0,5,neglog,lasso,-0.0001
3254,PC 34:0,5,neglog,dummy,-0.0001
3255,PE 40:4,5,neglog,catboost,0.217
3256,PE 40:4,5,neglog,knn,0.1844
3257,PE 40:4,5,neglog,xgboost,0.1829
3258,PE 40:4,5,neglog,lr,0.1669
3259,PE 40:4,5,neglog,ridge,0.1669
3260,PE 40:4,5,neglog,lasso,-0.0001
3261,PE 40:4,5,neglog,dummy,-0.0001
3262,PC 34.1,5,neglog,knn,0.5024
3263,PC 34.1,5,neglog,catboost,0.4377
3264,PC 34.1,5,neglog,xgboost,0.4024
3265,PC 34.1,5,neglog,lr,0.3114
3266,PC 34.1,5,neglog,ridge,0.3114
3267,PC 34.1,5,neglog,lasso,-0.0001
3268,PC 34.1,5,neglog,dummy,-0.0001
3269,PC(30:0) ,5,neglog,catboost,0.3012
3270,PC(30:0) ,5,neglog,knn,0.2989
3271,PC(30:0) ,5,neglog,lr,0.2257
3272,PC(30:0) ,5,neglog,ridge,0.2257
3273,PC(30:0) ,5,neglog,xgboost,0.2152
3274,PC(30:0) ,5,neglog,lasso,-0.0001
3275,PC(30:0) ,5,neglog,dummy,-0.0001
3276,PE 36:4,5,median,catboost,0.1649
3277,PE 36:4,5,median,xgboost,0.1291
3278,PE 36:4,5,median,lr,0.1273
3279,PE 36:4,5,median,ridge,0.1273
3280,PE 36:4,5,median,knn,0.0895
3281,PE 36:4,5,median,lasso,-0.0002
3282,PE 36:4,5,median,dummy,-0.0002
3283,PC 34:2,5,median,catboost,0.1069
3284,PC 34:2,5,median,xgboost,0.086
3285,PC 34:2,5,median,ridge,0.0841
3286,PC 34:2,5,median,lr,0.084
3287,PC 34:2,5,median,knn,0.0218
3288,PC 34:2,5,median,lasso,-0.0001
3289,PC 34:2,5,median,dummy,-0.0001
3290,PE(32:1) ,5,median,catboost,0.3179
3291,PE(32:1) ,5,median,knn,0.2838
3292,PE(32:1) ,5,median,xgboost,0.2426
3293,PE(32:1) ,5,median,lr,0.2265
3294,PE(32:1) ,5,median,ridge,0.2265
3295,PE(32:1) ,5,median,lasso,-0.0001
3296,PE(32:1) ,5,median,dummy,-0.0001
3297,PG(42:6) ,5,median,knn,0.3627
3298,PG(42:6) ,5,median,catboost,0.3559
3299,PG(42:6) ,5,median,xgboost,0.3164
3300,PG(42:6) ,5,median,lr,0.2455
3301,PG(42:6) ,5,median,ridge,0.2455
3302,PG(42:6) ,5,median,lasso,-0.0001
3303,PG(42:6) ,5,median,dummy,-0.0001
3304,LPC O-18:3,5,median,catboost,0.1179
3305,LPC O-18:3,5,median,lr,0.0812
3306,LPC O-18:3,5,median,ridge,0.0812
3307,LPC O-18:3,5,median,xgboost,0.0799
3308,LPC O-18:3,5,median,knn,0.0191
3309,LPC O-18:3,5,median,lasso,-0.0001
3310,LPC O-18:3,5,median,dummy,-0.0001
3311,PI-Cer(t30:0) ,5,median,catboost,0.0846
3312,PI-Cer(t30:0) ,5,median,ridge,0.0482
3313,PI-Cer(t30:0) ,5,median,lr,0.0481
3314,PI-Cer(t30:0) ,5,median,xgboost,0.0348
3315,PI-Cer(t30:0) ,5,median,lasso,-0.0
3316,PI-Cer(t30:0) ,5,median,dummy,-0.0
3317,PI-Cer(t30:0) ,5,median,knn,-0.0178
3318,PE(40:4) ,5,median,catboost,0.2619
3319,PE(40:4) ,5,median,knn,0.2245
3320,PE(40:4) ,5,median,xgboost,0.1956
3321,PE(40:4) ,5,median,lr,0.1862
3322,PE(40:4) ,5,median,ridge,0.1862
3323,PE(40:4) ,5,median,lasso,-0.0001
3324,PE(40:4) ,5,median,dummy,-0.0001
3325,PGP(34:1) ,5,median,catboost,0.2246
3326,PGP(34:1) ,5,median,xgboost,0.1796
3327,PGP(34:1) ,5,median,ridge,0.1724
3328,PGP(34:1) ,5,median,lr,0.1723
3329,PGP(34:1) ,5,median,knn,0.1492
3330,PGP(34:1) ,5,median,lasso,-0.0
3331,PGP(34:1) ,5,median,dummy,-0.0
3332,PA(36:3) ,5,median,catboost,0.2098
3333,PA(36:3) ,5,median,knn,0.1676
3334,PA(36:3) ,5,median,xgboost,0.1549
3335,PA(36:3) ,5,median,lr,0.1533
3336,PA(36:3) ,5,median,ridge,0.1533
3337,PA(36:3) ,5,median,lasso,-0.0001
3338,PA(36:3) ,5,median,dummy,-0.0001
3339,PS(40:4) ,5,median,catboost,0.0558
3340,PS(40:4) ,5,median,xgboost,0.0435
3341,PS(40:4) ,5,median,lr,0.0433
3342,PS(40:4) ,5,median,ridge,0.0433
3343,PS(40:4) ,5,median,lasso,-0.0001
3344,PS(40:4) ,5,median,dummy,-0.0001
3345,PS(40:4) ,5,median,knn,-0.086
3346,LPC 20:4,5,median,catboost,0.2734
3347,LPC 20:4,5,median,knn,0.256
3348,LPC 20:4,5,median,xgboost,0.2137
3349,LPC 20:4,5,median,ridge,0.192
3350,LPC 20:4,5,median,lr,0.1919
3351,LPC 20:4,5,median,lasso,-0.0
3352,LPC 20:4,5,median,dummy,-0.0
3353,PC 36:3,5,median,catboost,0.2292
3354,PC 36:3,5,median,knn,0.2091
3355,PC 36:3,5,median,xgboost,0.1818
3356,PC 36:3,5,median,lr,0.1588
3357,PC 36:3,5,median,ridge,0.1588
3358,PC 36:3,5,median,lasso,-0.0001
3359,PC 36:3,5,median,dummy,-0.0001
3360,PC(40:7) ,5,median,knn,0.3541
3361,PC(40:7) ,5,median,catboost,0.34
3362,PC(40:7) ,5,median,xgboost,0.2687
3363,PC(40:7) ,5,median,ridge,0.2173
3364,PC(40:7) ,5,median,lr,0.2172
3365,PC(40:7) ,5,median,lasso,-0.0002
3366,PC(40:7) ,5,median,dummy,-0.0002
3367,PE 38:4,5,median,catboost,0.3831
3368,PE 38:4,5,median,knn,0.3784
3369,PE 38:4,5,median,xgboost,0.3438
3370,PE 38:4,5,median,lr,0.2892
3371,PE 38:4,5,median,ridge,0.2892
3372,PE 38:4,5,median,lasso,-0.0001
3373,PE 38:4,5,median,dummy,-0.0001
3374,PS 36:1,5,median,knn,0.3771
3375,PS 36:1,5,median,catboost,0.376
3376,PS 36:1,5,median,xgboost,0.3339
3377,PS 36:1,5,median,lr,0.2649
3378,PS 36:1,5,median,ridge,0.2649
3379,PS 36:1,5,median,lasso,-0.0003
3380,PS 36:1,5,median,dummy,-0.0003
3381,PE O-38:5,5,median,catboost,0.0437
3382,PE O-38:5,5,median,lr,0.0178
3383,PE O-38:5,5,median,ridge,0.0178
3384,PE O-38:5,5,median,xgboost,0.0098
3385,PE O-38:5,5,median,lasso,-0.0001
3386,PE O-38:5,5,median,dummy,-0.0001
3387,PE O-38:5,5,median,knn,-0.0663
3388,Cer 36:1,5,median,catboost,0.0328
3389,Cer 36:1,5,median,lr,0.0258
3390,Cer 36:1,5,median,ridge,0.0258
3391,Cer 36:1,5,median,xgboost,0.02
3392,Cer 36:1,5,median,lasso,-0.0002
3393,Cer 36:1,5,median,dummy,-0.0002
3394,Cer 36:1,5,median,knn,-0.1255
3395,PC 38:2,5,median,knn,0.4728
3396,PC 38:2,5,median,catboost,0.4718
3397,PC 38:2,5,median,xgboost,0.4188
3398,PC 38:2,5,median,lr,0.355
3399,PC 38:2,5,median,ridge,0.355
3400,PC 38:2,5,median,lasso,-0.0001
3401,PC 38:2,5,median,dummy,-0.0001
3402,PC 38:5,5,median,knn,0.475
3403,PC 38:5,5,median,catboost,0.4453
3404,PC 38:5,5,median,xgboost,0.3843
3405,PC 38:5,5,median,ridge,0.338
3406,PC 38:5,5,median,lr,0.3379
3407,PC 38:5,5,median,lasso,-0.0001
3408,PC 38:5,5,median,dummy,-0.0001
3409,Hex2Cer 32:0,5,median,catboost,0.2628
3410,Hex2Cer 32:0,5,median,knn,0.2155
3411,Hex2Cer 32:0,5,median,xgboost,0.2141
3412,Hex2Cer 32:0,5,median,lr,0.1961
3413,Hex2Cer 32:0,5,median,ridge,0.1961
3414,Hex2Cer 32:0,5,median,lasso,-0.0001
3415,Hex2Cer 32:0,5,median,dummy,-0.0001
3416,PG(40:4) ,5,median,knn,0.5269
3417,PG(40:4) ,5,median,catboost,0.4858
3418,PG(40:4) ,5,median,xgboost,0.4561
3419,PG(40:4) ,5,median,ridge,0.3503
3420,PG(40:4) ,5,median,lr,0.3502
3421,PG(40:4) ,5,median,lasso,-0.0001
3422,PG(40:4) ,5,median,dummy,-0.0001
3423,PI-Cer(d38:0) ,5,median,knn,0.5021
3424,PI-Cer(d38:0) ,5,median,catboost,0.4734
3425,PI-Cer(d38:0) ,5,median,xgboost,0.4497
3426,PI-Cer(d38:0) ,5,median,lr,0.3235
3427,PI-Cer(d38:0) ,5,median,ridge,0.3235
3428,PI-Cer(d38:0) ,5,median,lasso,-0.0003
3429,PI-Cer(d38:0) ,5,median,dummy,-0.0003
3430,PE(44:11(OH)) ,5,median,catboost,0.0414
3431,PE(44:11(OH)) ,5,median,xgboost,0.0353
3432,PE(44:11(OH)) ,5,median,lr,0.0349
3433,PE(44:11(OH)) ,5,median,ridge,0.0349
3434,PE(44:11(OH)) ,5,median,lasso,-0.0
3435,PE(44:11(OH)) ,5,median,dummy,-0.0
3436,PE(44:11(OH)) ,5,median,knn,-0.1178
3437,SM 36:1,5,median,knn,0.5713
3438,SM 36:1,5,median,catboost,0.533
3439,SM 36:1,5,median,xgboost,0.5062
3440,SM 36:1,5,median,ridge,0.3959
3441,SM 36:1,5,median,lr,0.3958
3442,SM 36:1,5,median,lasso,-0.0001
3443,SM 36:1,5,median,dummy,-0.0001
3444,PE O-39:7,5,median,catboost,0.1488
3445,PE O-39:7,5,median,xgboost,0.113
3446,PE O-39:7,5,median,lr,0.0869
3447,PE O-39:7,5,median,ridge,0.0869
3448,PE O-39:7,5,median,knn,0.0828
3449,PE O-39:7,5,median,lasso,-0.0001
3450,PE O-39:7,5,median,dummy,-0.0001
3451,PC 36:1,5,median,knn,0.3546
3452,PC 36:1,5,median,catboost,0.3455
3453,PC 36:1,5,median,xgboost,0.3188
3454,PC 36:1,5,median,lr,0.2364
3455,PC 36:1,5,median,ridge,0.2364
3456,PC 36:1,5,median,lasso,-0.0002
3457,PC 36:1,5,median,dummy,-0.0002
3458,PE 40:7,5,median,knn,0.4834
3459,PE 40:7,5,median,catboost,0.4746
3460,PE 40:7,5,median,xgboost,0.432
3461,PE 40:7,5,median,ridge,0.3627
3462,PE 40:7,5,median,lr,0.3626
3463,PE 40:7,5,median,lasso,-0.0
3464,PE 40:7,5,median,dummy,-0.0
3465,PC 38:1,5,median,knn,0.5223
3466,PC 38:1,5,median,catboost,0.4993
3467,PC 38:1,5,median,xgboost,0.4516
3468,PC 38:1,5,median,lr,0.366
3469,PC 38:1,5,median,ridge,0.366
3470,PC 38:1,5,median,lasso,-0.0002
3471,PC 38:1,5,median,dummy,-0.0002
3472,PC 32:0,5,median,knn,0.6147
3473,PC 32:0,5,median,catboost,0.5847
3474,PC 32:0,5,median,xgboost,0.5633
3475,PC 32:0,5,median,ridge,0.4711
3476,PC 32:0,5,median,lr,0.471
3477,PC 32:0,5,median,lasso,-0.0001
3478,PC 32:0,5,median,dummy,-0.0001
3479,PA 39:1,5,median,knn,0.4336
3480,PA 39:1,5,median,catboost,0.4196
3481,PA 39:1,5,median,xgboost,0.3609
3482,PA 39:1,5,median,ridge,0.2942
3483,PA 39:1,5,median,lr,0.2941
3484,PA 39:1,5,median,lasso,-0.0003
3485,PA 39:1,5,median,dummy,-0.0003
3486,PC 34:0,5,median,knn,0.4741
3487,PC 34:0,5,median,catboost,0.4569
3488,PC 34:0,5,median,xgboost,0.4217
3489,PC 34:0,5,median,lr,0.339
3490,PC 34:0,5,median,ridge,0.339
3491,PC 34:0,5,median,lasso,-0.0001
3492,PC 34:0,5,median,dummy,-0.0001
3493,PG(40:3) ,5,median,catboost,0.2197
3494,PG(40:3) ,5,median,xgboost,0.1709
3495,PG(40:3) ,5,median,lr,0.1639
3496,PG(40:3) ,5,median,ridge,0.1639
3497,PG(40:3) ,5,median,knn,0.1534
3498,PG(40:3) ,5,median,lasso,-0.0001
3499,PG(40:3) ,5,median,dummy,-0.0001
3500,PA(42:8) ,5,median,catboost,0.2409
3501,PA(42:8) ,5,median,knn,0.2211
3502,PA(42:8) ,5,median,xgboost,0.1676
3503,PA(42:8) ,5,median,ridge,0.1501
3504,PA(42:8) ,5,median,lr,0.15
3505,PA(42:8) ,5,median,lasso,-0.0001
3506,PA(42:8) ,5,median,dummy,-0.0001
3507,PE(40:7) ,5,median,catboost,0.2101
3508,PE(40:7) ,5,median,xgboost,0.185
3509,PE(40:7) ,5,median,lr,0.1779
3510,PE(40:7) ,5,median,ridge,0.1779
3511,PE(40:7) ,5,median,knn,0.1166
3512,PE(40:7) ,5,median,lasso,-0.0001
3513,PE(40:7) ,5,median,dummy,-0.0001
3514,PC 33:0,5,median,catboost,0.4335
3515,PC 33:0,5,median,knn,0.4169
3516,PC 33:0,5,median,xgboost,0.4034
3517,PC 33:0,5,median,lr,0.3787
3518,PC 33:0,5,median,ridge,0.3787
3519,PC 33:0,5,median,lasso,-0.0003
3520,PC 33:0,5,median,dummy,-0.0003
3521,PE-Cer(d38:1) ,5,median,catboost,0.2411
3522,PE-Cer(d38:1) ,5,median,xgboost,0.1972
3523,PE-Cer(d38:1) ,5,median,ridge,0.1854
3524,PE-Cer(d38:1) ,5,median,lr,0.1853
3525,PE-Cer(d38:1) ,5,median,knn,0.1774
3526,PE-Cer(d38:1) ,5,median,lasso,-0.0
3527,PE-Cer(d38:1) ,5,median,dummy,-0.0
3528,PC(38:5) ,5,median,catboost,0.4162
3529,PC(38:5) ,5,median,knn,0.4097
3530,PC(38:5) ,5,median,xgboost,0.3497
3531,PC(38:5) ,5,median,lr,0.316
3532,PC(38:5) ,5,median,ridge,0.316
3533,PC(38:5) ,5,median,lasso,-0.0001
3534,PC(38:5) ,5,median,dummy,-0.0001
3535,HexCer 40:2,5,median,knn,0.3992
3536,HexCer 40:2,5,median,catboost,0.3902
3537,HexCer 40:2,5,median,xgboost,0.3464
3538,HexCer 40:2,5,median,lr,0.2619
3539,HexCer 40:2,5,median,ridge,0.2619
3540,HexCer 40:2,5,median,lasso,-0.0002
3541,HexCer 40:2,5,median,dummy,-0.0002
3542,HexCer 38:1,5,median,knn,0.4521
3543,HexCer 38:1,5,median,catboost,0.4258
3544,HexCer 38:1,5,median,xgboost,0.3772
3545,HexCer 38:1,5,median,lr,0.2794
3546,HexCer 38:1,5,median,ridge,0.2794
3547,HexCer 38:1,5,median,lasso,-0.0003
3548,HexCer 38:1,5,median,dummy,-0.0003
3549,SM(t42:1) ,5,median,catboost,0.2329
3550,SM(t42:1) ,5,median,xgboost,0.1895
3551,SM(t42:1) ,5,median,knn,0.1833
3552,SM(t42:1) ,5,median,ridge,0.1756
3553,SM(t42:1) ,5,median,lr,0.1755
3554,SM(t42:1) ,5,median,lasso,-0.0002
3555,SM(t42:1) ,5,median,dummy,-0.0002
3556,PA 36:4,5,median,catboost,0.4215
3557,PA 36:4,5,median,knn,0.3953
3558,PA 36:4,5,median,xgboost,0.3767
3559,PA 36:4,5,median,lr,0.3577
3560,PA 36:4,5,median,ridge,0.3577
3561,PA 36:4,5,median,lasso,-0.0001
3562,PA 36:4,5,median,dummy,-0.0001
3563,PG(36:1(OH)) ,5,median,catboost,0.3728
3564,PG(36:1(OH)) ,5,median,knn,0.3484
3565,PG(36:1(OH)) ,5,median,xgboost,0.3394
3566,PG(36:1(OH)) ,5,median,lr,0.3067
3567,PG(36:1(OH)) ,5,median,ridge,0.3067
3568,PG(36:1(OH)) ,5,median,lasso,-0.0001
3569,PG(36:1(OH)) ,5,median,dummy,-0.0001
3570,LPC 15:1,5,median,knn,0.5228
3571,LPC 15:1,5,median,catboost,0.4973
3572,LPC 15:1,5,median,xgboost,0.4686
3573,LPC 15:1,5,median,ridge,0.3441
3574,LPC 15:1,5,median,lr,0.344
3575,LPC 15:1,5,median,lasso,-0.0002
3576,LPC 15:1,5,median,dummy,-0.0002
3577,HexCer(t42:0) ,5,median,knn,0.4617
3578,HexCer(t42:0) ,5,median,catboost,0.4451
3579,HexCer(t42:0) ,5,median,xgboost,0.3931
3580,HexCer(t42:0) ,5,median,ridge,0.3217
3581,HexCer(t42:0) ,5,median,lr,0.3216
3582,HexCer(t42:0) ,5,median,lasso,-0.0002
3583,HexCer(t42:0) ,5,median,dummy,-0.0002
3584,PC 36:2,5,median,catboost,0.1594
3585,PC 36:2,5,median,xgboost,0.1215
3586,PC 36:2,5,median,ridge,0.1127
3587,PC 36:2,5,median,lr,0.1126
3588,PC 36:2,5,median,knn,0.0865
3589,PC 36:2,5,median,lasso,-0.0002
3590,PC 36:2,5,median,dummy,-0.0002
3591,PE(30:1) ,5,median,catboost,0.133
3592,PE(30:1) ,5,median,lr,0.1044
3593,PE(30:1) ,5,median,ridge,0.1044
3594,PE(30:1) ,5,median,xgboost,0.1041
3595,PE(30:1) ,5,median,knn,0.0184
3596,PE(30:1) ,5,median,lasso,-0.0001
3597,PE(30:1) ,5,median,dummy,-0.0001
3598,PA 42:4,5,median,catboost,0.2044
3599,PA 42:4,5,median,xgboost,0.1501
3600,PA 42:4,5,median,lr,0.147
3601,PA 42:4,5,median,ridge,0.147
3602,PA 42:4,5,median,knn,0.1347
3603,PA 42:4,5,median,lasso,-0.0001
3604,PA 42:4,5,median,dummy,-0.0001
3605,LPC 22:6,5,median,catboost,0.2684
3606,LPC 22:6,5,median,knn,0.2403
3607,LPC 22:6,5,median,xgboost,0.1876
3608,LPC 22:6,5,median,lr,0.1713
3609,LPC 22:6,5,median,ridge,0.1713
3610,LPC 22:6,5,median,lasso,-0.0001
3611,LPC 22:6,5,median,dummy,-0.0001
3612,PC(30:0) ,5,median,catboost,0.2821
3613,PC(30:0) ,5,median,knn,0.2482
3614,PC(30:0) ,5,median,xgboost,0.2041
3615,PC(30:0) ,5,median,lr,0.2036
3616,PC(30:0) ,5,median,ridge,0.2036
3617,PC(30:0) ,5,median,lasso,-0.0001
3618,PC(30:0) ,5,median,dummy,-0.0001
3619,PE 34:2,5,median,catboost,0.2481
3620,PE 34:2,5,median,xgboost,0.202
3621,PE 34:2,5,median,lr,0.1937
3622,PE 34:2,5,median,ridge,0.1937
3623,PE 34:2,5,median,knn,0.1818
3624,PE 34:2,5,median,lasso,-0.0001
3625,PE 34:2,5,median,dummy,-0.0001
3626,PE 36:0,5,median,knn,0.5752
3627,PE 36:0,5,median,catboost,0.5362
3628,PE 36:0,5,median,xgboost,0.5118
3629,PE 36:0,5,median,lr,0.3987
3630,PE 36:0,5,median,ridge,0.3987
3631,PE 36:0,5,median,lasso,-0.0001
3632,PE 36:0,5,median,dummy,-0.0001
3633,PE(36:0) ,5,median,catboost,0.2714
3634,PE(36:0) ,5,median,knn,0.2247
3635,PE(36:0) ,5,median,xgboost,0.1986
3636,PE(36:0) ,5,median,ridge,0.1965
3637,PE(36:0) ,5,median,lr,0.1964
3638,PE(36:0) ,5,median,lasso,-0.0001
3639,PE(36:0) ,5,median,dummy,-0.0001
3640,PE O-36:2,5,median,catboost,0.3854
3641,PE O-36:2,5,median,knn,0.38
3642,PE O-36:2,5,median,xgboost,0.3328
3643,PE O-36:2,5,median,ridge,0.2933
3644,PE O-36:2,5,median,lr,0.2932
3645,PE O-36:2,5,median,lasso,-0.0002
3646,PE O-36:2,5,median,dummy,-0.0002
3647,Hex2Cer 32:1,5,median,catboost,0.2777
3648,Hex2Cer 32:1,5,median,xgboost,0.2342
3649,Hex2Cer 32:1,5,median,knn,0.2303
3650,Hex2Cer 32:1,5,median,ridge,0.2204
3651,Hex2Cer 32:1,5,median,lr,0.2203
3652,Hex2Cer 32:1,5,median,lasso,-0.0001
3653,Hex2Cer 32:1,5,median,dummy,-0.0001
3654,PG(40:6) ,5,median,knn,0.528
3655,PG(40:6) ,5,median,catboost,0.4998
3656,PG(40:6) ,5,median,xgboost,0.4651
3657,PG(40:6) ,5,median,lr,0.3694
3658,PG(40:6) ,5,median,ridge,0.3694
3659,PG(40:6) ,5,median,lasso,-0.0001
3660,PG(40:6) ,5,median,dummy,-0.0001
3661,PC 37:1,5,median,catboost,0.0942
3662,PC 37:1,5,median,xgboost,0.0634
3663,PC 37:1,5,median,ridge,0.0589
3664,PC 37:1,5,median,lr,0.0588
3665,PC 37:1,5,median,lasso,-0.0002
3666,PC 37:1,5,median,dummy,-0.0002
3667,PC 37:1,5,median,knn,-0.0003
3668,PC(40:4) ,5,median,catboost,0.3133
3669,PC(40:4) ,5,median,knn,0.3054
3670,PC(40:4) ,5,median,xgboost,0.2383
3671,PC(40:4) ,5,median,lr,0.2213
3672,PC(40:4) ,5,median,ridge,0.2213
3673,PC(40:4) ,5,median,lasso,-0.0001
3674,PC(40:4) ,5,median,dummy,-0.0001
3675,HexCer(t42:2) ,5,median,knn,0.4868
3676,HexCer(t42:2) ,5,median,catboost,0.4678
3677,HexCer(t42:2) ,5,median,xgboost,0.409
3678,HexCer(t42:2) ,5,median,lr,0.3243
3679,HexCer(t42:2) ,5,median,ridge,0.3243
3680,HexCer(t42:2) ,5,median,lasso,-0.0001
3681,HexCer(t42:2) ,5,median,dummy,-0.0001
3682,PC(P-40:6) ,5,median,knn,0.4548
3683,PC(P-40:6) ,5,median,catboost,0.4351
3684,PC(P-40:6) ,5,median,xgboost,0.3862
3685,PC(P-40:6) ,5,median,lr,0.3005
3686,PC(P-40:6) ,5,median,ridge,0.3005
3687,PC(P-40:6) ,5,median,lasso,-0.0002
3688,PC(P-40:6) ,5,median,dummy,-0.0002
3689,PC 33:1,5,median,catboost,0.058
3690,PC 33:1,5,median,xgboost,0.0423
3691,PC 33:1,5,median,ridge,0.0405
3692,PC 33:1,5,median,lr,0.0404
3693,PC 33:1,5,median,lasso,-0.0001
3694,PC 33:1,5,median,dummy,-0.0001
3695,PC 33:1,5,median,knn,-0.0642
3696,PC 32:1,5,median,knn,0.5724
3697,PC 32:1,5,median,catboost,0.543
3698,PC 32:1,5,median,xgboost,0.4869
3699,PC 32:1,5,median,lr,0.4205
3700,PC 32:1,5,median,ridge,0.4205
3701,PC 32:1,5,median,lasso,-0.0001
3702,PC 32:1,5,median,dummy,-0.0001
3703,PG(38:1) ,5,median,knn,0.3773
3704,PG(38:1) ,5,median,catboost,0.3713
3705,PG(38:1) ,5,median,xgboost,0.3465
3706,PG(38:1) ,5,median,lr,0.2727
